,{0},{1},{2},{3},{4},{5},"{0,1}","{1,2}","{2,3}","{3,4}","{4,5}","{0,1,2}","{1,2,3}","{2,3,4}","{3,4,5}"
NoPE,96.53535353535354,91.27272727272728,83.3030303030303,50.46464646464647,89.85858585858585,98.8181818181818,10.363636363636363,0.0101010101010101,0.0101010101010101,0.0101010101010101,0.0101010101010101,0.0202020202020202,0.0101010101010101,0.0101010101010101,0.0101010101010101
Original,99.91919191919192,99.70707070707071,99.34343434343434,99.03030303030305,99.57575757575758,99.85858585858584,98.52525252525253,0.0101010101010101,0.0101010101010101,0.0101010101010101,0.0101010101010101,0.0101010101010101,0.0101010101010101,0.0101010101010101,0.0101010101010101
