,{0},{1},{2},{3},{4},{5},"{0,1}","{1,2}","{2,3}","{3,4}","{4,5}","{0,1,2}","{1,2,3}","{2,3,4}","{3,4,5}"
NoPE,97.63636363636364,98.48484848484848,96.86868686868686,87.87878787878788,98.97979797979798,99.72727272727272,80.12121212121212,0.1515151515151515,0.0707070707070707,0.0707070707070707,0.6868686868686869,0.1313131313131313,0.0909090909090909,0.0303030303030303,0.0404040404040404
Original,100.0,99.94949494949496,99.66666666666669,99.989898989899,99.989898989899,99.94949494949496,99.73737373737372,90.74747474747474,2.515151515151515,99.97979797979798,99.61616161616162,0.8181818181818182,0.0202020202020202,0.0303030303030303,0.0202020202020202
